Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
LPTH,"LightPath Technologies, Inc.",1.8,$46.39M,1996,Technology,Semiconductors,https://www.nasdaq.com/symbol/lpth
LLEX,"Lilis Energy, Inc.",2.94,$206.39M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/llex
LMB,"Limbach Holdings, Inc.",9.02,$68.47M,n/a,Basic Industries,Engineering & Construction,https://www.nasdaq.com/symbol/lmb
LLNW,"Limelight Networks, Inc.",4.01,$453.94M,2007,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/llnw
LMST,"Limestone Bancorp, Inc.",15.25,$113.69M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/lmst
LMNR,Limoneira Co,25.37,$448.27M,n/a,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/lmnr
LINC,Lincoln Educational Services Corporation,2.25,$55.44M,2005,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/linc
LECO,"Lincoln Electric Holdings, Inc.",83.08,$5.35B,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/leco
LIND,Lindblad Expeditions Holdings Inc. ,13.64,$624.53M,2013,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/lind
LINDW,Lindblad Expeditions Holdings Inc. ,3.3,n/a,2013,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/lindw
LPCN,Lipocine Inc.,1.44,$30.62M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/lpcn
YVR,Liquid Media Group Ltd.,3.395,$9.16M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/yvr
LQDA,"Liquidia Technologies, Inc.",17.01,$262.5M,2018,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/lqda
LQDT,"Liquidity Services, Inc.",6.02,$193.38M,2006,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/lqdt
LFUS,"Littelfuse, Inc.",186.64,$4.68B,n/a,Consumer Durables,Electrical Products,https://www.nasdaq.com/symbol/lfus
LIVN,LivaNova PLC,114.37,$5.56B,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/livn
LOB,"Live Oak Bancshares, Inc.",19.45,$780.27M,2015,Finance,Major Banks,https://www.nasdaq.com/symbol/lob
LIVE,Live Ventures Incorporated,7.086,$13.89M,n/a,Finance,Finance/Investors Services,https://www.nasdaq.com/symbol/live
LPSN,"LivePerson, Inc.",23.03,$1.44B,2000,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/lpsn
LIVX,"LiveXLive Media, Inc.",3.05,$158.3M,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/livx
LKQ,LKQ Corporation,27.67,$8.8B,n/a,Consumer Services,Motor Vehicles,https://www.nasdaq.com/symbol/lkq
LMFA,"LM Funding America, Inc.",1.95,$1.22M,2015,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/lmfa
LMFAW,"LM Funding America, Inc.",0.0078,n/a,2015,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/lmfaw
LOGC,"LogicBio Therapeutics, Inc.",11.1,$243.51M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/logc
LOGI,Logitech International S.A.,38.26,$6.34B,1997,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/logi
LOGM,"LogMein, Inc.",88.75,$4.54B,2009,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/logm
CNCR,Loncar Cancer Immunotherapy ETF,20.9501,$46.09M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cncr
CHNA,Loncar China BioPharma ETF,20.3848,$2.04M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/chna
LONE,Lonestar Resources US Inc.,7.63,$187.98M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/lone
LOAC,Longevity Acquisition Corporation,9.8,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/loac
LOACR,Longevity Acquisition Corporation,0.4,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/loacr
LOACU,Longevity Acquisition Corporation,10.24,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/loacu
LOACW,Longevity Acquisition Corporation,0.19,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/loacw
LOOP,"Loop Industries, Inc.",9.19,$310.67M,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/loop
LORL,"Loral Space and Communications, Inc.",45.01,$1.39B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/lorl
LOXO,"Loxo Oncology, Inc.",164.3,$5.01B,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/loxo
LPLA,LPL Financial Holdings Inc.,61.65,$5.35B,2010,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/lpla
LRAD,LRAD Corporation,2.99,$98.48M,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/lrad
LYTS,LSI Industries Inc.,4.4,$114.39M,1985,Consumer Durables,Building Products,https://www.nasdaq.com/symbol/lyts
LULU,lululemon athletica inc.,144.17,$19.08B,2007,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/lulu
LITE,Lumentum Holdings Inc.,56.32,$3.57B,n/a,Consumer Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/lite
LMNX,Luminex Corporation,28.34,$1.26B,2000,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/lmnx
LUNA,Luna Innovations Incorporated,3.35,$93.57M,2006,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/luna
LBC,Luther Burbank Corporation,9.7,$548.52M,2003,Finance,Major Banks,https://www.nasdaq.com/symbol/lbc
MBTF,M B T Financial Corp,11.4,$262.02M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mbtf
MCBC,Macatawa Bank Corporation,10.72,$364.63M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mcbc
MFNC,Mackinac Financial Corporation,15.89,$170.23M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mfnc
MTSI,"MACOM Technology Solutions Holdings, Inc.",15.9,$1.04B,2012,Technology,Semiconductors,https://www.nasdaq.com/symbol/mtsi
MGNX,"MacroGenics, Inc.",17.38,$734.09M,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mgnx
MDGL,"Madrigal Pharmaceuticals, Inc.",201.33,$3.09B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mdgl
MAGS,Magal Security Systems Ltd.,5.25,$120.97M,1993,Consumer Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/mags
MGLN,"Magellan Health, Inc.",66.33,$1.63B,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/mgln
MGTA,"Magenta Therapeutics, Inc.",8.26,$272.12M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mgta
MGIC,Magic Software Enterprises Ltd.,8.43,$411.03M,1991,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mgic
CALL,magicJack VocalTec Ltd,8.18,$132.56M,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/call
MNGA,"MagneGas Applied Technology Solutions, Inc.",0.2425,$26.55M,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mnga
MGYR,"Magyar Bancorp, Inc.",12.501,$72.77M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/mgyr
MHLD,"Maiden Holdings, Ltd.",3.56,$295.99M,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/mhld
MMYT,MakeMyTrip Limited,26.58,$2.71B,2010,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/mmyt
MBUU,"Malibu Boats, Inc.",41.85,$863.19M,2014,Capital Goods,Marine Transportation,https://www.nasdaq.com/symbol/mbuu
MLVF,"Malvern Bancorp, Inc.",21.05,$138.41M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/mlvf
MAMS,"MAM Software Group, Inc.",7.85,$98.86M,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mams
TUSK,"Mammoth Energy Services, Inc.",25.95,$1.16B,2016,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/tusk
RPIBC,Managed Portfolio Series,100.03,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rpibc
MANH,"Manhattan Associates, Inc.",48.62,$3.18B,1998,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/manh
LOAN,"Manhattan Bridge Capital, Inc",6.06,$57.85M,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/loan
MNTX,"Manitex International, Inc.",9.25,$181.36M,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mntx
MTEX,"Mannatech, Incorporated",17.1545,$41.22M,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/mtex
MNKD,MannKind Corporation,1.92,$304.78M,2004,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mnkd
MANT,ManTech International Corporation,57.99,$2.3B,2002,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/mant
MARA,"Marathon Patent Group, Inc.",0.64,$15.4M,n/a,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/mara
MCHX,"Marchex, Inc.",2.85,$119.08M,2004,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/mchx
MRIN,Marin Software Incorporated,2.41,$13.94M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/mrin
MARPS,Marine Petroleum Trust,3.1204,$6.24M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/marps
MRNS,"Marinus Pharmaceuticals, Inc.",5.39,$218.43M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mrns
MRKR,"Marker Therapeutics, Inc.",9.74,$441.5M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mrkr
MKTX,"MarketAxess Holdings, Inc.",208.59,$7.84B,2004,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/mktx
MRLN,Marlin Business Services Corp.,26.5,$329.63M,2003,Finance,Major Banks,https://www.nasdaq.com/symbol/mrln
MAR,Marriott International,121.09,$42.02B,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/mar
MBII,"Marrone Bio Innovations, Inc.",1.55,$171.41M,2013,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/mbii
MRTN,"Marten Transport, Ltd.",19.35,$1.06B,1986,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/mrtn
MMLP,Martin Midstream Partners L.P.,13.52,$527.77M,2002,Energy,Oil Refining/Marketing,https://www.nasdaq.com/symbol/mmlp
MRVL,Marvell Technology Group Ltd.,17.58,$11.57B,2000,Technology,Semiconductors,https://www.nasdaq.com/symbol/mrvl
MASI,Masimo Corporation,113.03,$5.9B,2007,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/masi
MTCH,"Match Group, Inc.",53.23,$14.74B,2015,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/mtch
MTLS,Materialise NV,15.95,$754.84M,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mtls
MPAC,Matlin & Partners Acquisition Corporation,10.31,$96.1M,2017,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/mpac
MPACU,Matlin & Partners Acquisition Corporation,10,n/a,2017,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/mpacu
MPACW,Matlin & Partners Acquisition Corporation,0.67,n/a,2017,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/mpacw
MTRX,Matrix Service Company,20.33,$549.1M,1990,Basic Industries,Engineering & Construction,https://www.nasdaq.com/symbol/mtrx
MAT,"Mattel, Inc.",14.27,$4.93B,n/a,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/mat
MATW,Matthews International Corporation,43.98,$1.41B,1994,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/matw
MXIM,"Maxim Integrated Products, Inc.",53.12,$14.75B,1988,Technology,Semiconductors,https://www.nasdaq.com/symbol/mxim
MXWL,"Maxwell Technologies, Inc.",3.06,$116.75M,n/a,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mxwl
MZOR,Mazor Robotics Ltd.,58.11,$1.55B,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/mzor
MBFI,MB Financial Inc.,44.63,$3.76B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mbfi
MBFIO,MB Financial Inc.,25.14,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mbfio
MCFT,"MCBC Holdings, Inc.",30.48,$570.78M,2015,Capital Goods,Marine Transportation,https://www.nasdaq.com/symbol/mcft
MGRC,McGrath RentCorp,53,$1.28B,1984,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/mgrc
MDCA,MDC Partners Inc.,2.72,$135.82M,n/a,Technology,Advertising,https://www.nasdaq.com/symbol/mdca
MFIN,Medallion Financial Corp.,6.8,$166.18M,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/mfin
MFINL,Medallion Financial Corp.,25.5,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/mfinl
MTBC,"Medical Transcription Billing, Corp.",5.21,$61.63M,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mtbc
MTBCP,"Medical Transcription Billing, Corp.",25.5302,$23.73M,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mtbcp
MNOV,"MediciNova, Inc.",10.31,$431.8M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mnov
MDSO,"Medidata Solutions, Inc.",71.84,$4.4B,2009,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mdso
MDGS,Medigus Ltd.,3.12,$11.85M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/mdgs
MDGSW,Medigus Ltd.,0.69,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/mdgsw
MDWD,MediWound Ltd.,5.8,$157.64M,2014,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/mdwd
MEDP,"Medpace Holdings, Inc.",54.37,$1.93B,2016,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/medp
MEIP,"MEI Pharma, Inc.",3.32,$236.1M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/meip
MGTX,MeiraGTx Holdings plc,13.16,$357.74M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/mgtx
MLCO,Melco Resorts & Entertainment Limited,18.7,$9.16B,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/mlco
MLNT,"Melinta Therapeutics, Inc.",2.87,$160.75M,2012,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mlnt
MLNX,"Mellanox Technologies, Ltd.",87.1,$4.61B,2007,Technology,Semiconductors,https://www.nasdaq.com/symbol/mlnx
MELR,"Melrose Bancorp, Inc.",19.635,$51.02M,2014,Finance,Major Banks,https://www.nasdaq.com/symbol/melr
MNLO,Menlo Therapeutics Inc.,6.56,$150.74M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mnlo
MTSL,MER Telemanagement Solutions Ltd.,1.58,$5.21M,1997,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/mtsl
MELI,"MercadoLibre, Inc.",341.65,$15.43B,2007,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/meli
AMTB,Mercantil Bank Holding Corporation,19.51,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/amtb
AMTBB,Mercantil Bank Holding Corporation,21,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/amtbb
MBWM,Mercantile Bank Corporation,31.82,$528.54M,1998,Finance,Major Banks,https://www.nasdaq.com/symbol/mbwm
MERC,Mercer International Inc.,14.94,$974.11M,n/a,Basic Industries,Paper,https://www.nasdaq.com/symbol/merc
MBIN,Merchants Bancorp,22.11,$634.43M,2017,Finance,Major Banks,https://www.nasdaq.com/symbol/mbin
MRCY,Mercury Systems Inc,47.19,$2.28B,1998,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/mrcy
EBSB,"Meridian Bancorp, Inc.",16.11,$873.7M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ebsb
VIVO,Meridian Bioscience Inc.,16.34,$692.74M,1986,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/vivo
MRBK,Meridian Corporation,17.66,$112.89M,2017,n/a,n/a,https://www.nasdaq.com/symbol/mrbk
MMSI,"Merit Medical Systems, Inc.",59.11,$3.24B,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/mmsi
MACK,"Merrimack Pharmaceuticals, Inc.",4.19,$55.91M,2012,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mack
MRSN,"Mersana Therapeutics, Inc.",6.38,$147.72M,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mrsn
MRUS,Merus N.V.,14.6,$330.44M,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mrus
MESA,"Mesa Air Group, Inc.",14.12,$336.72M,2018,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/mesa
MLAB,"Mesa Laboratories, Inc.",185.49,$714.28M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mlab
MESO,Mesoblast Limited,7.26,$695.71M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/meso
CASH,"Meta Financial Group, Inc.",25,$979.48M,1993,Finance,Savings Institutions,https://www.nasdaq.com/symbol/cash
MEOH,Methanex Corporation,64.77,$5.08B,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/meoh
MGEE,MGE Energy Inc.,61.27,$2.12B,n/a,Energy,Electric Utilities: Central,https://www.nasdaq.com/symbol/mgee
MGPI,"MGP Ingredients, Inc.",70.6,$1.19B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/mgpi
MBOT,Microbot Medical Inc. ,4.74,"$921,043.62 ",n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/mbot
MCHP,Microchip Technology Incorporated,70.37,$16.58B,1993,Technology,Semiconductors,https://www.nasdaq.com/symbol/mchp
MU,"Micron Technology, Inc.",40.12,$45.51B,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/mu
MSFT,Microsoft Corporation,105.92,$813.07B,1986,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/msft
MSTR,MicroStrategy Incorporated,125.63,$1.44B,1998,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mstr
MVIS,"Microvision, Inc.",1.1,$102.38M,1996,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mvis
MICT,"MICT, Inc.",0.82,$7.66M,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/mict
MPB,Mid Penn Bancorp,26.86,$226.99M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mpb
MTP,Midatech Pharma PLC,0.4899,$14.99M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mtp
MCEP,"Mid-Con Energy Partners, LP",1.11,$33.78M,2011,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/mcep
MBCN,Middlefield Banc Corp.,46.4,$150.05M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mbcn
MSEX,Middlesex Water Company,43.62,$715.03M,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/msex
MSBI,"Midland States Bancorp, Inc.",27.35,$647.52M,2016,Finance,Major Banks,https://www.nasdaq.com/symbol/msbi
MSVB,"Mid-Southern Bancorp, Inc.",12.08,$43.13M,2018,Finance,Savings Institutions,https://www.nasdaq.com/symbol/msvb
MOFG,"MidWestOne Financial Group, Inc.",29.73,$363.33M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mofg
MIME,Mimecast Limited,35.66,$2.14B,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mime
MDXG,"MiMedx Group, Inc",6.22,$690.64M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/mdxg
MNDO,MIND C.T.I. Ltd.,2.2398,$43.24M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/mndo
MB,"MINDBODY, Inc.",33.46,$1.6B,2015,Technology,EDP Services,https://www.nasdaq.com/symbol/mb
NERV,"Minerva Neurosciences, Inc",11.45,$443.97M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nerv
MGEN,"Miragen Therapeutics, Inc.",4.63,$140.49M,2014,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/mgen
MRTX,"Mirati Therapeutics, Inc.",39.05,$1.26B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mrtx
MSON,"MISONIX, Inc.",16.79,$158.53M,1992,Capital Goods,Medical Specialities,https://www.nasdaq.com/symbol/mson
MIND,"Mitcham Industries, Inc.",4,$48.48M,1994,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/mind
MINDP,"Mitcham Industries, Inc.",22.833,n/a,n/a,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/mindp
MITK,"Mitek Systems, Inc.",9.33,$352.64M,n/a,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/mitk
MITL,Mitel Networks Corporation,10.98,$1.35B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/mitl
MKSI,"MKS Instruments, Inc.",78.37,$4.29B,1999,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mksi
MMAC,"MMA Capital Management, LLC",25.55,$148.21M,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/mmac
MINI,"Mobile Mini, Inc.",41.23,$1.84B,1994,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/mini
MOBL,"MobileIron, Inc.",4.97,$510.6M,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mobl
MMDM,Modern Media Acquisition Corp.,10.1202,$63.5M,2017,Finance,Business Services,https://www.nasdaq.com/symbol/mmdm
MMDMR,Modern Media Acquisition Corp.,0.4699,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/mmdmr
MMDMU,Modern Media Acquisition Corp.,10.8,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/mmdmu
MMDMW,Modern Media Acquisition Corp.,0.44,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/mmdmw
MOGO,Mogo Finance Technology Inc.,2.8361,$65.01M,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/mogo
MTEM,"Molecular Templates, Inc.",4.39,$160.21M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mtem
MBRX,"Moleculin Biotech, Inc.",1.14,$30.9M,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mbrx
MNTA,"Momenta Pharmaceuticals, Inc.",13.53,$1.06B,2004,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/mnta
MOMO,Momo Inc.,36.48,$7.46B,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/momo
MKGI,"Monaker Group, Inc.",1.54,$14.02M,n/a,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/mkgi
MCRI,"Monarch Casino & Resort, Inc.",39.82,$712.54M,1993,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/mcri
MDLZ,"Mondelez International, Inc.",42.37,$62.14B,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/mdlz
MGI,"Moneygram International, Inc.",4.41,$245.54M,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/mgi
MDB,"MongoDB, Inc.",80.91,$4.22B,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mdb
MPWR,"Monolithic Power Systems, Inc.",124.32,$5.27B,2004,Technology,Semiconductors,https://www.nasdaq.com/symbol/mpwr
TYPE,Monotype Imaging Holdings Inc.,17.68,$744.4M,2007,Technology,EDP Services,https://www.nasdaq.com/symbol/type
MNRO,"Monro, Inc. ",74.22,$2.44B,1991,Consumer Services,Automotive Aftermarket,https://www.nasdaq.com/symbol/mnro
MRCC,Monroe Capital Corporation,12.78,$261.28M,2012,n/a,n/a,https://www.nasdaq.com/symbol/mrcc
MRCCL,Monroe Capital Corporation,24.7742,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mrccl
MNST,Monster Beverage Corporation,54.45,$30.08B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/mnst
MORN,"Morningstar, Inc.",125.01,$5.33B,2005,Finance,Investment Managers,https://www.nasdaq.com/symbol/morn
MOR,MorphoSys AG,27.18,$3.42B,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mor
MOSY,"MoSys, Inc.",0.2672,$4.37M,2001,Technology,Semiconductors,https://www.nasdaq.com/symbol/mosy
MTFB,Motif Bio plc,7.4273,$110.17M,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mtfb
MTFBW,Motif Bio plc,2.6,n/a,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mtfbw
MPAA,"Motorcar Parts of America, Inc.",21.1,$399.13M,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/mpaa
MOTS,"Motus GI Holdings, Inc.",3.88,$60.83M,2018,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/mots
MPVD,Mountain Province Diamonds Inc.,1.72,$361.21M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/mpvd
MOXC,"Moxian, Inc.",0.5401,$36.38M,n/a,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/moxc
COOP,Mr. Cooper Group Inc.,14.29,$108.14M,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/coop
MSBF,MSB Financial Corp.,19,$104.75M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/msbf
MTEC,MTech Acquisition Corp.,10.117,$21.62M,2018,Finance,Business Services,https://www.nasdaq.com/symbol/mtec
MTECU,MTech Acquisition Corp.,11.4,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/mtecu
MTECW,MTech Acquisition Corp.,1.32,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/mtecw
MTSC,MTS Systems Corporation,47.02,$839.78M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mtsc
MUDS,Mudrick Capital Acquisition Corporation,9.77,$61.29M,2018,Finance,Business Services,https://www.nasdaq.com/symbol/muds
